,최신 K-올웨더 성장형,최신 K-올웨더 성장형,강환국 정적 원본,강환국 정적 원본,강환국 계절형 원본,강환국 계절형 원본
,CAGR10Y,MDD10Y,CAGR10Y,MDD10Y,CAGR10Y,MDD10Y
2024-02-29,0.0796865806625382,-0.13932487515328318,0.05424216074385457,-0.11616834333782311,0.0629909110379705,-0.11262112033856242
2024-03-31,0.085324776318771,-0.1393248751532833,0.05877816420428683,-0.116168343337823,0.06823903003555909,-0.11262112033856231
2024-04-30,0.08758648277643988,-0.13932487515328362,0.059701087827748855,-0.11616834333782311,0.0689520210179384,-0.11262112033856242
2024-05-31,0.08765136050706168,-0.13932487515328318,0.059847361893550666,-0.11616834333782311,0.06915901479288067,-0.1126211203385622
2024-06-30,0.08896725744499512,-0.1393248751532834,0.061570706601827396,-0.116168343337823,0.07035757413302579,-0.1126211203385622
2024-07-31,0.08874645376575341,-0.13932487515328318,0.0614298641255997,-0.116168343337823,0.07059111928231743,-0.11262112033856253
2024-08-31,0.08736143906274307,-0.1393248751532834,0.06063400724462431,-0.11616834333782289,0.07009251471604161,-0.11262112033856264
2024-09-30,0.08764819434423288,-0.1393248751532834,0.06035855996479955,-0.11616834333782311,0.06961419376303146,-0.11262112033856231
2024-10-31,0.08926976580087942,-0.1393248751532835,0.06108729385641998,-0.11616834333782311,0.06949542769101047,-0.11262112033856231
2024-11-30,0.08440898123683804,-0.13932487515328318,0.05916300190645063,-0.11616834333782322,0.0669744063289397,-0.11262112033856253
2024-12-31,0.08698083678781554,-0.1393248751532833,0.061138411586017405,-0.11616834333782311,0.0693265141661521,-0.11262112033856242
2025-01-31,0.08354802250693782,-0.1393248751532834,0.06021353555928455,-0.11616834333782278,0.06914250996127969,-0.11262112033856253
2025-02-28,0.08513061039338621,-0.13932487515328362,0.061230269762731826,-0.116168343337823,0.06899806657614271,-0.11262112033856231
2025-03-31,0.08472728246318129,-0.13932487515328318,0.06179177632412558,-0.11616834333782311,0.06901129534120676,-0.1126211203385622
2025-04-30,0.08453602896296952,-0.1393248751532834,0.0625143670902002,-0.11616834333782311,0.06911155022153048,-0.11262112033856231
2025-05-31,0.08103936845339743,-0.13932487515328318,0.0618459645324525,-0.11616834333782289,0.06721876454670439,-0.11262112033856253
2025-06-30,0.08457324291629487,-0.1393248751532834,0.06670991931741432,-0.11616834333782289,0.0702220059121581,-0.11262112033856242
2025-07-31,0.08711618940115007,-0.1393248751532835,0.06914633659794034,-0.11616834333782333,0.07181469259051831,-0.11262112033856242
2025-08-31,0.09071607413625538,-0.1393248751532834,0.06978206177134738,-0.11616834333782322,0.07146818822781653,-0.11262112033856253
2025-09-30,0.09981056443645264,-0.1393248751532835,0.0744947688160209,-0.11616834333782311,0.07457433571359084,-0.1126211203385622
2025-10-31,0.1014016082665623,-0.13932487515328318,0.08007269246570736,-0.11616834333782311,0.07889712797385573,-0.11262112033856242
2025-11-30,0.10475051427243809,-0.1393248751532833,0.08272126214158826,-0.11616834333782311,0.0817342791539637,-0.11262112033856253
2025-12-31,0.10485268141002724,-0.1393248751532835,0.08412471874019345,-0.11616834333782278,0.08329341893559561,-0.11262112033856242
2026-01-31,0.10962940736428606,-0.1393248751532834,0.08982610432641058,-0.11616834333782311,0.09242651078110087,-0.11262112033856242
2026-02-28,0.10678315546751493,-0.1393248751532833,0.09108965452506701,-0.11616834333782322,0.09567174242617615,-0.11262112033856242
2026-03-31,0.10383515419761902,-0.1393248751532833,0.08570299944083648,-0.116168343337823,0.08691375366681497,-0.11262112033856253
2026-04-30,0.1070665548284857,-0.13932487515328318,0.09216960827504006,-0.11616834333782333,0.09729133125948497,-0.1126211203385622
2026-05-31,0.11129970482600182,-0.13932487515328318,0.10174520660868347,-0.11616834333782322,0.10073809956510771,-0.11262112033856253
2026-06-30,0.10956017120401285,-0.13932487515328307,0.10068625845811008,-0.11616834333782289,0.09911360415673998,-0.11262112033856253
2026-07-31,0.09795542933839663,-0.13932487515328318,0.088723968197987,-0.11616834333782278,0.0914802558541874,-0.1126211203385622
2026-08-31,0.09722773259593054,-0.1393248751532833,0.08852321292512189,-0.11616834333782267,0.0914193728595063,-0.11262112033856242
