Date,Top20_Gross,Top20_Minimum,Top20_Base,Top20_Conservative,KOSPI
2018-09-13,1.2450902020366428,1.2354413852568737,1.2215867624114816,1.2006780781969377,1.1384530348224022
2018-09-14,1.2515630927132482,1.241864114317821,1.2279374649968393,1.2069200821298678,1.154397741249583
2018-09-17,1.2486022966543626,1.23892626292483,1.225032559580494,1.2040648970869683,1.1468088178907374
2018-09-18,1.24171403549865,1.2320913822950537,1.2182743274218217,1.1974223388586318,1.1497816441671356
2018-09-19,1.227610284464739,1.2180969281694398,1.2044368114449144,1.1838216658639649,1.1495227045249703
2018-09-20,1.213389799667088,1.2039866449074748,1.1904847652755133,1.1701084229760654,1.1569871376712362
2018-09-21,1.2225746247855929,1.213100292295581,1.1994962093953665,1.1789656271800841,1.1648150822382344
2018-09-27,1.2262293076615118,1.216726653235145,1.2030819031987003,1.1824899482330486,1.172911925664404
2018-09-28,1.228866127226257,1.2193430387873023,1.2056689477918483,1.185032712959951,1.1667571295544745
2018-10-01,1.2227737816512168,1.2132979057966324,1.199691606797331,1.1791576801592867,1.1646706735916423
2018-10-02,1.2204799756584872,1.2110218756354982,1.1974411007442956,1.176945693777415,1.1500754410688232
2018-10-04,1.2002584888928092,1.1909570951233088,1.17760133290352,1.1574455034872784,1.1326069744396694
2018-10-05,1.1986969265019782,1.1894076340480086,1.1760692479652572,1.155939641721327,1.1291361873129535
2018-10-08,1.191885539819024,1.1826490321528655,1.1693864391278315,1.1493712158683502,1.1223191032721007
2018-10-10,1.1582820964466667,1.149305998402027,1.1364173244982494,1.1169664007448157,1.1097605306270821
2018-10-11,1.1101728065137935,1.1015695310351075,1.0892161886810354,1.0705731597687522,1.0604922840966244
2018-10-12,1.1276648810084902,1.118926050835356,1.1063780670854146,1.0874412953894612,1.0765166642598558
2018-10-15,1.1219745728958628,1.1132798397209296,1.1007951743335016,1.0819539594536052,1.0681857792340366
2018-10-16,1.1274566185267374,1.1187194022820763,1.1061737359530999,1.0872404615896751,1.0681857792340366
2018-10-17,1.1478022390350764,1.1389073545634592,1.1261352942766494,1.1068603577961653,1.0793351226726555
2018-10-18,1.1369908958440305,1.1281797937918903,1.1155280356985433,1.09643465310094,1.0697742743465508
2018-10-19,1.1345705691840748,1.1257782234344507,1.1131533972958982,1.0941006590192814,1.0737330631065787
2018-10-22,1.1372945694550158,1.1284811140866031,1.115825976894022,1.096727494733651,1.0764469497408113
2018-10-23,1.1104418603382642,1.1018364998290706,1.0894801636041471,1.0708326164959585,1.0487553468546302
2018-10-24,1.0934289938517892,1.084955474418333,1.0727884472477283,1.0544265956275998,1.0445127204099214
2018-10-25,1.0724855771804815,1.0641743585906696,1.0522403772978657,1.034230226530284,1.0274426224610222
2018-10-26,1.0521808909256731,1.04402702334314,1.032318980516155,1.0146498044605121,1.0094413377220284
2018-10-29,1.0141664364479552,1.0063071615829926,0.9950221209839591,0.9779913181345006,0.9939547552771401
